START | Starter Checks: Breath | 501 | True_()
CSFredneck | CS: Light Gem from Fredneck | 212 | True_()
CSFredneck | CS: Light Gem next to lilypads | 213 | True_()
DFEntry | DF: Light Gem in Locked Chest in entry area | 825 | And(Has('Double Jump'), LockedChestRule('Dragonfly Falls'))
DFSteepCanyon | DF: Dark Gem behind chargeable wall in entry area | 107 | HasAll('Charge', 'Double Jump')
DFSteepCanyon | DF: Dragon Egg behind chargeable wall in entry area | 312 | HasAll('Charge', 'Double Jump')
DFSteepCanyon | DF: Light Gem behind cannon door | 214 | HasAll('Double Jump', 'Glide')
DFSteepCanyon | DF: Dark Gem by canyon vultures | 108 | HasAll('Double Jump', 'Glide')
DFAfterVultures | DF: Dragon Egg after canyon vultures in nest | 313 | True_()
DFLGDoorShop | DF: Light Gem in Light Gem door area | 215 | Has('Charge')
DFLGDoorShop | DF: Dragon Egg from thief in Light Gem door area | 314 | Has('Charge')
DFElderStatue | DF: Dark Gem next to Elder statue | 109 | True_()
DFElderStatue | DF: Light Gem behind underwater chargeable wall | 216 | HasAll('Swim', 'Charge')
DFElderStatue | DF: Dragon Egg from Sparx | 315 | True_()
DFElderStatue | DF: Light Gem from Sparx | 217 | True_()
DFCoveAboveShop | DF: Dragon Egg behind chargeable wall in cove | 316 | Has('Charge')
DFCove | DF: Light Gem across platforms in cove | 218 | True_()
DFCove | DF: Light Gem in Locked Chest in cove | 826 | LockedChestRule('Dragonfly Falls')
DFCove | DF: Dark Gem at end of cove | 110 | Has('Glide')
DFCove | DF: Light Gem at end of cove | 219 | HasAll('Wall Kick', 'Glide')
DFHunter | DF: Dragon Egg in Hunter's area | 317 | True_()
DFHunter | DF: Light Gem in Hunter's area | 220 | True_()
CREntry | CR: Dragon Egg from Turtle Mother | 318 | Has('Charge')
CREntry | CR: Light Gem from Turtle Mother | 221 | Has('Charge')
CREntry | CR: Empty Locked Chest behind Coastal Depot | 801 | LockedChestRule('Coastal Remains')
CREntry | CR: Empty Locked Chest in southern beach | 802 | LockedChestRule('Coastal Remains')
CREntry | CR: Light Gem above water mill | 222 | HasAll('Water Breath', 'Double Jump')
CREntry | CR: Dragon Egg across moving shells | 319 | Has('Double Jump')
CRWateryTomb | CR: Water Breath from Ineptune | 703 | Has('Charge')
CRWateryTomb | CR: Defeat Ineptune | 704 | Has('Charge')
CRPiranhas | CR: Dragon Egg after piranha pool | 320 | True_()
CRLGDoor | CR: Dragon Egg from thief in Light Gem door area | 321 | Has('Charge')
CRLGDoor | CR: Light Gem in Light Gem door area | 223 | True_()
CRCannon | CR: Dark Gem by cannon | 111 | Has('Double Jump')
CRCannon | CR: Dragon Egg by cannon | 322 | HasAll('Double Jump', 'Pole Spin', 'Glide')
CRCannon | CR: Dark Gem behind cannon door | 112 | HasAll('Double Jump', 'Glide', 'Charge')
CRWindmills | CR: Light Gem atop windmill area | 224 | HasAll('Pole Spin', 'Glide')
CRCloudyElevator | CR: Light Gem via electric platform | 225 | HasAll('Electric Breath', 'Double Jump')
CROttoPool | CR: Light Gem above Otto's pool | 226 | And(CanReachRegion('CRWest'), Has('Double Jump'), HasAll('Pole Spin', 'Glide'))
CROttoPool | CR: Light Gem from Otto | 227 | And(CanReachRegion('CRWest'), Has('Double Jump'))
CRWest | CR: Dragon Egg from Blink | 323 | True_()
CRWest | CR: Light Gem from Blink | 228 | True_()
CRWest | CR: Dark Gem next to Blink | 113 | Has('Double Jump')
CRWest | CR: Dragon Egg after Archer Gnorc hallway | 324 | HasAll('Double Jump', 'Electric Breath')
CRWest | CR: Dark Gem near Sunken Ruins | 114 | Has('Double Jump')
CRWest | CR: Light Gem near Sunken Ruins | 229 | True_()
CDEntry | CD: Light Gem in Locked Chest by elevator | 827 | LockedChestRule('Cloudy Domain')
CDEntry | CD: Empty Locked Chest after Elder Titan in the distance | 803 | And(LockedChestRule('Cloudy Domain'), Or(CanReachRegion('CDNorthEast'), CanReachRegion('CDTallestTowerUpper')))
CDCenter | CD: Light Gem next to Elder's house | 230 | True_()
CDCenter | CD: Dark Gem below thermal | 115 | True_()
CDCenter | CD: Firework next to thermal | 408 | Has('Fire Breath')
CDOutsideElder | CD: Dragon Egg in Locked Chest behind supercharge door | 840 | And(SuperchargeGadget(), LockedChestRule('Cloudy Domain'))
CDInsideElder | CD: Wing Shield from Elder Titan | 603 | True_()
CDInsideElder | CD: Dragon Egg after Elder Titan | 325 | Has('Double Jump')
CDNorthEast | CD: Light Gem after Elder Titan | 231 | True_()
CDNorthWest | CD: Dragon Egg in northwest Locked Chest | 841 | LockedChestRule('Cloudy Domain')
CDNorthWest | CD: Light Gem in northwest | 232 | True_()
CDNorthWest | CD: Firework in northwest | 409 | Has('Fire Breath')
CDSouthWest | CD: Light Gem after southwest temporary platforms | 233 | True_()
CDEndlessPlatforms | CD: Dragon Egg below first orbiting platforms | 326 | True_()
CDEndlessPlatforms | CD: Dragon Egg after first orbiting platforms | 327 | Has('Charge')
CDEndlessPlatforms | CD: Dark Gem after second orbiting platforms | 116 | True_()
CDTallestTowerUpper | CD: Dragon Egg from Sgt. Byrd | 328 | True_()
CDTallestTowerUpper | CD: Light Gem from Sgt. Byrd | 234 | True_()
CDTallestTowerUpper | CD: Light Gem in wall kick building | 235 | Has('Wall Kick')
CDTallestTowerUpper | CD: Dark Gem before Ball Gadget | 117 | True_()
CDBallGadget | CD: Dragon Egg from Ball Gadget | 329 | True_()
CDBallGadget | CD: Light Gem from Ball Gadget | 236 | True_()
CDBallGadget | CD: Firework after Ball Gadget | 410 | Has('Fire Breath')
SREntry | SR: Empty Locked Chest in entry area | 804 | LockedChestRule('Sunken Ruins')
SRSwim1 | SR: Dragon Egg in Locked Chest after first swim | 842 | LockedChestRule('Sunken Ruins')
SRSwim1 | SR: Dark Gem in thermal room | 118 | Has('Double Jump')
SRSwim1 | SR: Dragon Egg atop thermal room | 330 | HasAll('Double Jump', 'Glide')
SRSwim1 | SR: Light Gem in Locked Chest atop thermal room | 828 | And(HasAll('Double Jump', 'Glide'), LockedChestRule('Sunken Ruins'))
SRSwim1 | SR: Firework atop thermal room | 411 | HasAll('Double Jump', 'Glide', 'Fire Breath')
SRSwim1 | SR: Light Gem in Locked Chest by Lily | 829 | LockedChestRule('Sunken Ruins')
SRAfterSwim2 | SR: Light Gem via acid swim | 237 | And(HasAll('Swim', 'Charge'), InvincibilityGadget())
SRDepthsEntry | SR: Dragon Egg from Sparx | 331 | True_()
SRDepthsEntry | SR: Light Gem from Sparx | 238 | True_()
SRDepthsUpper | SR: Dragon Egg above heated wall kick | 332 | Has('Double Jump')
SRDepthsUpper | SR: Firework above heated wall kick | 412 | Has('Fire Breath')
SRDepthsLower | SR: Dragon Egg in Locked Chest by fish statues | 843 | LockedChestRule('Sunken Ruins')
SRDepthsLower | SR: Light Gem by fish statues | 239 | True_()
SRToxicSwim2 | SR: Light Gem in pole room acid tunnel | 240 | True_()
SRToxicSwimAbove | SR: Dark Gem atop pole rooms | 119 | True_()
SRToxicSwimAbove | SR: Light Gem in Locked Chest atop pole rooms | 830 | LockedChestRule('Sunken Ruins')
SRToxicSwimAbove | SR: Firework atop pole rooms | 413 | Has('Fire Breath')
SRToxicRise | SR: Firework in rising statue room | 414 | HasAll('Fire Breath', 'Double Jump')
SRToxicRise | SR: Dragon Egg in Locked Chest in rising statue room | 844 | And(LockedChestRule('Sunken Ruins'), Has('Double Jump'))
SRToxicRise | SR: Dark Gem on rising statue | 120 | HasAll('Electric Breath', 'Double Jump', 'Glide', 'Pole Spin')
SRReturnToStart | SR: Light Gem in Locked Chest after rising statue room | 831 | LockedChestRule('Sunken Ruins')
FVRedChamber | FV: Ice Breath from Red | 705 | Has('Water Breath')
FVRedChamber | FV: Defeat Red | 706 | Has('Water Breath')
FVElectricGate | FV: Light Gem via floating platform near Peggy | 241 | HasAll('Double Jump', 'Water Breath')
FVElectricGate | FV: Dragon Egg from Peggy | 333 | True_()
FVElectricGate | FV: Light Gem from Peggy | 242 | True_()
FVElectricGate | FV: Dark Gem in cave near Peggy | 121 | Has('Double Jump')
FVElectricGate | FV: Dragon Egg underground near Peggy | 334 | Has('Double Jump')
FVElectricGate | FV: Empty Locked Chest underground near Peggy | 805 | And(Has('Double Jump'), LockedChestRule('Frostbite Village'))
FVHeadingToCamp | FV: Dark Gem approaching icy camp blocking Blink | 122 | True_()
FVHeadingToCamp | FV: Dragon Egg from Blink | 335 | True_()
FVHeadingToCamp | FV: Light Gem from Blink | 243 | True_()
FVHeadingToCamp | FV: Dragon Egg from thief after bouncing snowballs | 336 | Has('Charge')
FVHeadingToCamp | FV: Light Gem after bouncing snowballs | 244 | True_()
FVIcyCamp | FV: Light Gem by Gloomy Glacier entrance | 245 | Has('Double Jump')
FVIcyCampUpper | FV: Dragon Egg behind chargeable wall | 337 | Has('Charge')
FVIcyCampUpper | FV: Dark Gem in orbiting platforms room | 123 | True_()
FVIcyCampUpper | FV: Light Gem in orbiting platforms room | 246 | True_()
FVReturnFromIC | FV: Light Gem returning from Ice Citadel | 247 | True_()
FVEntry2 | FV: Dark Gem in eskimole village | 124 | Has('Double Jump')
FVLGDoorDJ | FV: Dragon Egg in Locked Chest in Light Gem door area | 845 | LockedChestRule('Frostbite Village')
FVLGDoorGlide | FV: Light Gem in Light Gem door area | 248 | True_()
FVEast | FV: Dark Gem in icicle room | 125 | True_()
FVEast | FV: Dragon Egg in Locked Chest in icicle room | 846 | LockedChestRule('Frostbite Village')
FVEast | FV: Empty Locked Chest under bridge | 806 | LockedChestRule('Frostbite Village')
FVEast | FV: Light Gem above poles | 249 | Has('Pole Spin')
GGFullLevel | GG: Empty Locked Chest in Bentley's house | 807 | LockedChestRule('Gloomy Glacier')
GGFullLevel | GG: Dragon Egg in Locked Chest in Bentley's house | 847 | LockedChestRule('Gloomy Glacier')
GGFullLevel | GG: Light Gem from Bentley | 250 | True_()
GGFullLevel | GG: Light Gem in skeleton ambush room | 251 | True_()
GGFullLevel | GG: Dragon Egg in Locked Chest after skeleton ambush room | 848 | LockedChestRule('Gloomy Glacier')
GGFullLevel | GG: Dragon Egg behind breakable wall | 338 | True_()
GGFullLevel | GG: Light Gem after crumbling platforms | 252 | True_()
GGFullLevel | GG: Dragon Egg under bone bridge | 339 | True_()
GGFullLevel | GG: Light Gem near crumbling platforms | 253 | True_()
GGFullLevel | GG: Dragon Egg after spinning bones | 340 | True_()
GGFullLevel | GG: Dragon Egg from Sparx | 341 | True_()
GGFullLevel | GG: Light Gem from Sparx | 254 | True_()
GGFullLevel | GG: Light Gem beyond moving platform | 255 | True_()
GGFullLevel | GG: Light Gem behind lowering gate | 256 | True_()
GGFullLevel | GG: Light Gem at end of level | 257 | True_()
ICCourtyardLower | IC: Empty Locked Chest in entryway | 808 | LockedChestRule('Ice Citadel')
ICCourtyardLower | IC: Light Gem from lighting boiler in courtyard | 258 | Has('Fire Breath')
ICCourtyardUpper | IC: Light Gem atop courtyard | 259 | True_()
ICCourtyardUpper | IC: Firework atop courtyard | 415 | Has('Fire Breath')
ICPastWaterGate | IC: Dragon Egg in Locked Chest behind chargeable wall | 849 | And(Has('Charge'), LockedChestRule('Ice Citadel'))
ICPastWaterGate | IC: Dark Gem above Elder Astor | 126 | And(Has('Charge'), HasAny('Fire Breath', 'Electric Breath', 'Ice Breath'))
ICElderRoom | IC: Wall Kick from Elder Astor | 604 | True_()
ICSuperchargeShop | IC: Light Gem in Locked Chest after Elder Astor | 832 | LockedChestRule('Ice Citadel')
ICSuperchargeShop | IC: Dragon Egg from Sgt. Byrd | 342 | True_()
ICSuperchargeShop | IC: Light Gem from Sgt. Byrd | 260 | True_()
ICSuperchargeShop | IC: Light Gem from lighting boiler near drawbridge | 261 | HasAll('Double Jump', 'Fire Breath')
ICSuperchargeShop | IC: Empty Locked Chest in tunnel to drawbridge | 809 | LockedChestRule('Ice Citadel')
ICSuperchargeShop | IC: Empty Locked Chest next to drawbridge | 810 | LockedChestRule('Ice Citadel')
ICUseSupercharge | IC: Dark Gem in sewer | 127 | Has('Double Jump')
ICUseSupercharge | IC: Dragon Egg at end of sewer | 343 | Has('Double Jump')
ICUseSupercharge | IC: Dragon Egg behind supercharge door | 344 | True_()
ICUseSupercharge | IC: Dark Gem by drawbridge | 128 | Has('Double Jump')
ICDrawbridge | IC: Dragon Egg from thief after drawbridge | 345 | HasAny('Charge', 'Fire Breath')
ICRoyal | IC: Empty Locked Chest in royal chamber | 811 | LockedChestRule('Ice Citadel')
ICRoyal | IC: Dragon Egg next to cannon area via pole spin | 346 | HasAll('Pole Spin', 'Glide')
ICRoyal | IC: Light Gem from Ice Princess | 262 | And(CanReachRegion('ICCourtyardLower'), CanReachRegion('ICPastWaterGate'), CanReachRegion('ICSuperchargeShop'), CanReachRegion('ICRoyalCannon'), Has('Fire Breath'))
ICRoyalBack | IC: Dark Gem via electric platform | 129 | True_()
ICRoyalCannon | IC: Dark Gem by cannon | 130 | True_()
ICRoyalCannon | IC: Dragon Egg above elevator by cannon | 347 | True_()
ICRoyalCannon | IC: Light Gem behind cannon door | 263 | Has('Glide')
ICRoyalCannon | IC: Light Gem from lighting boiler after cannon area | 264 | Has('Fire Breath')
SBEntryLower | SB: Firework in lower Stormy Beach | 416 | Has('Fire Breath')
SBEntryLower | SB: Empty Locked Chest behind hut in west cove | 812 | LockedChestRule('Stormy Beach')
SBEntryLower | SB: Empty Locked Chest at end of west cove | 813 | LockedChestRule('Stormy Beach')
SBEntryLower | SB: Firework in west cove | 417 | Has('Fire Breath')
SBEntryLower | SB: Dragon Egg from thief below shop | 348 | Has('Charge')
SBEntryUpper | SB: Light Gem in shipwreck | 265 | True_()
SBEntryUpper | SB: Empty Locked Chest in upper Stormy Beach near Wally | 814 | LockedChestRule('Stormy Beach')
SBEntryUpper | SB: Dragon Egg from Wally | 349 | True_()
SBEntryUpper | SB: Light Gem from Wally | 266 | True_()
SBEntryUpper | SB: Empty Locked Chest in cave entrance | 815 | LockedChestRule('Stormy Beach')
SBEntryUpper | SB: Firework in cave | 418 | Has('Fire Breath')
SBEntryUpper | SB: Dark Gem in cave | 131 | True_()
SBCaveUpper | SB: Empty Locked Chest atop cave | 816 | LockedChestRule('Stormy Beach')
MMEntryUpper | MM: Firework in entrance | 419 | Has('Fire Breath')
MMVillage | MM: Dark Gem near rock monsters | 132 | Has('Double Jump')
MMVillage | MM: Dragon Egg for avenging Teena | 350 | Has('Charge')
MMVillageImps | MM: Dragon Egg approaching Sgt. Byrd | 351 | True_()
MMVillageImps | MM: Dragon Egg from Sgt. Byrd | 352 | True_()
MMVillageImps | MM: Light Gem from Sgt. Byrd | 267 | True_()
MMVillageImps | MM: Light Gem in Locked Chest next to Sgt. Byrd | 833 | LockedChestRule('Molten Mount')
MMPolesLower | MM: Light Gem in pole spin room | 268 | True_()
MMBridgePoles | MM: Light Gem across collapsed bridge | 269 | True_()
MMLumberEntry | MM: Dark Gem before timed platform challenge | 133 | True_()
MMNorth | MM: Light Gem from timed platform challenge | 270 | True_()
MMPostLumber | MM: Dragon Egg in Locked Chest behind chargeable wall | 850 | And(Has('Charge'), LockedChestRule('Molten Mount'))
MMPostLumber | MM: Light Gem in Locked Chest behind chargeable wall | 834 | And(Has('Charge'), LockedChestRule('Molten Mount'))
MMPostLumber | MM: Dark Gem at end of level | 134 | True_()
MMNorthEast | MM: Dragon Egg from thief in northeast | 353 | Has('Charge')
MMNorthEast | MM: Empty Locked Chest near thief | 817 | LockedChestRule('Molten Mount')
MFtSouth | MFt: Dragon Egg in Locked Chest behind chargeable wall | 851 | And(Has('Charge'), LockedChestRule('Magma Falls'))
MFtSouth | MFt: Empty Locked Chest across shop | 818 | And(Has('Double Jump'), LockedChestRule('Magma Falls'))
MFtWallKickUpper | MFt: Light Gem in wall kick room | 271 | Has('Double Jump')
MFtWallKickUpper | MFt: Firework in wall kick room | 420 | Has('Fire Breath')
MFBallGadget | MFt: Dragon Egg 1 in Ball Gadget | 354 | True_()
MFBallGadget | MFt: Light Gem 1 in Ball Gadget | 272 | True_()
MFBallGadget | MFt: Dragon Egg 2 in Ball Gadget | 355 | True_()
MFBallGadget | MFt: Light Gem 2 in Ball Gadget | 273 | True_()
MFbEntry | MFb: Dark Gem in entry area | 135 | And(HasAll('Double Jump', 'Wall Kick'), HasAny('Water Breath', 'Ice Breath'))
MFbBeforeImpRoom | MFb: Light Gem in Locked Chest | 835 | LockedChestRule('Magma Falls')
MFbImpRoom | MFb: Light Gem in fire imp room | 274 | And(HasAll('Double Jump', 'Glide'), HasAny('Water Breath', 'Ice Breath'))
MFbSparxShop | MFb: Dragon Egg from Sparx | 356 | True_()
MFbSparxShop | MFb: Light Gem from Sparx | 275 | True_()
MFbSparxShop | MFb: Dragon Egg from thief | 357 | HasAll('Double Jump', 'Charge')
DMEntry | DM: Empty Locked Chest in entrance | 819 | LockedChestRule('Dark Mine')
DMEntry | DM: Light Gem in Locked Chest after entrance | 836 | LockedChestRule('Dark Mine')
DMLGDoorPastGnorc | DM: Light Gem in Light Gem door area | 276 | And(Has('Swim'), InvincibilityGadget())
DMLGDoorPastGnorc | DM: Dragon Egg in Light Gem door area | 358 | And(Has('Swim'), InvincibilityGadget())
DMAfterRocks | DM: Dragon Egg in Locked Chest in piston room | 852 | And(HasAll('Wall Kick', 'Glide'), LockedChestRule('Dark Mine'))
DMAfterRocks | DM: Firework in piston room | 421 | Has('Fire Breath')
DMAfterRocks | DM: Light Gem in piston room | 277 | HasAll('Wall Kick', 'Glide')
DMCaged | DM: Dark Gem in turret room | 136 | True_()
DMAfterCaged1 | DM: Dragon Egg from Blink | 359 | True_()
DMAfterCaged1 | DM: Light Gem from Blink | 278 | True_()
DMAfterCaged1 | DM: Dragon Egg below walkway | 360 | True_()
DMSeeSaw | DM: Light Gem after ice pole spin | 279 | True_()
DMSeeSaw | DM: Firework after ice pole spin | 422 | Has('Fire Breath')
DMSeeSawShop | DM: Dragon Egg next to Miner's Drop shop | 361 | True_()
DMGreenPoles | DM: Light Gem in green pole room | 280 | True_()
DMGreenPoles | DM: Dark Gem in green pole room | 137 | True_()
RLEntry | RL: Empty Locked Chest above poles | 820 | LockedChestRule('Red\'s Laboratory')
RLEntry | RL: Empty Locked Chest above charge switches | 821 | And(Has('Charge'), LockedChestRule('Red\'s Laboratory'))
RLCenter | RL: Dragon Egg from thief in center room | 362 | Has('Charge')
RLMechaRed | RL: Defeat Mecha-Red | 707 | HasAll('Double Jump', 'Fire Breath', 'Electric Breath')
RLNorthEast2 | RL: Light Gem after conveyor belt | 281 | And(Has('Wall Kick'), InvincibilityGadget())
RLNorthEast4 | RL: Dark Gem in northeast | 138 | Has('Double Jump')
RLNorthWest1 | RL: Dragon Egg in northwest piston room | 363 | HasAll('Double Jump', 'Glide')
RLNorthWest2 | RL: Light Gem from northwest laser parkour | 282 | Has('Double Jump')
RLNorthWest2 | RL: Light Gem from northwest pole spinning | 283 | HasAll('Double Jump', 'Glide', 'Pole Spin')
RLNorthWest2 | RL: Dark Gem in northwest | 139 | HasAll('Double Jump', 'Glide', 'Pole Spin')
RLSouthEast1 | RL: Light Gem atop southeast first room | 284 | HasAll('Double Jump', 'Pole Spin', 'Glide')
RLSouthEast3 | RL: Dark Gem in southeast | 140 | Has('Double Jump')
RLSouthEast3 | RL: Light Gem above boiler | 285 | HasAll('Fire Breath', 'Double Jump', 'Glide')
RLSouthEast3 | RL: Dragon Egg behind lasers | 364 | HasAll('Fire Breath', 'Double Jump', 'Glide', 'Pole Spin')
